UF,Cidade,Bairro,Latitude,Longitude,muni,people,income,density,consumer,cons_a_total,cons_b_current,cons_c_expenditure,cons_1_food,cons_2_housing,cons_3_clothing,cons_4_transport,cons_5_hygiene_care,cons_6_health,cons_7_education,cons_8_recreation,cons_9_tobacco,cons_10_personal_services,cons_12_others,cons_13_asset_increase,cons_14_liability_reduction,class_a1,class_a2,class_b1,class_b2,class_c,class_d,class_e,age_babies,age_kids,age_teens,age_young_adults,age_adults,age_middle_age,age_young_eldery,age_eldery,pop_active,pop_youngness,pop_oldness,areaid,clu_0_nome,clu_0_atv,clu_0_pct_over_avg,clu_1_nome,clu_1_atv,clu_1_pct_over_avg,clu_2_nome,clu_2_atv,clu_2_pct_over_avg,clu_3_nome,clu_3_atv,clu_3_pct_over_avg,clu_4_nome,clu_4_atv,clu_4_pct_over_avg,atv_1_cod,atv_1_nome,atv_1_atv,atv_1_examples,atv_2_cod,atv_2_nome,atv_2_atv,atv_2_examples,atv_3_cod,atv_3_nome,atv_3_atv,atv_3_examples,atv_4_cod,atv_4_nome,atv_4_atv,atv_4_examples,atv_5_cod,atv_5_nome,atv_5_atv,atv_5_examples,people2022,census_change,income_2022,income_2022_original,income_2010,income_2010_original,income_rate,cluster,pca_1,pca_2,cluster_nome
CE,Fortaleza,Meireles,-3.7278218,-38.5003721,FORTALEZA,4987,16400,176,22.3 MI,30656285,27622654,22265660,2825539,8213220,742965,4491009,403173,2004388,1626677,696243,50204,295036,927015,5356994,2184250,676,744,385,176,204,211,272,116,464,484,1508,1084,868,298,171,0.69502753,2.738331,0.4729608,1156496,Ensino especializado,22,166,Corretagem de imóveis,10,203,Bares,0,0,Restaurantes,12,115,Conserto de computadores,4,89,DIV_47,Comércio,38,"SR COMERCIO DE ANTIQUARIOS E CAFE EIRELI
 FRIST PARTICIPACOES E ADMINISTRACAO LTDA
 LAIS NATALIA NOROES DA CUNHA 03484624337
 MARLENE OLIVEIRA DE ALMEIDA SOUSA
 ARLECIO ANASTACIO DE MORAIS 89752465315
 DAVID FARIAS DAMASCENO 01395859310
 AVYNNER TAVARES FEIJO 06883049312
 MARIA MARCELIANGELA DOS SANTOS CASTRO 65816749315
 ALLAN CARLO BARBOSA GOMES 06027757795
 CAROLINE ARAUJO BRAGA 74022199334",DIV_56,Alimentação,30,"TORETTOS STEAK HOUSE RESTAURANTE EIRELI
 MM-MARCOS MARCAS COMERCIO E SERVICOS DE RESTAURANTE EIRELI
 LANCHONETE EMPORIO CAFE LTDA
 JC PIZZARIA LTDA
 JOSE THIAGO ARAUJO MAGALHAES 04613140374
 JESSICA MARIA SILVA ROCHA 28527771349
 FRANCISCO GEFSON MESQUITA BARROSO 01950756335
 MARIA INES PERES RODRIGUES 36105929315
 JAISA LOBAO DE CARVALHO 09677335375
 FELIPE OLIVEIRA DE AZEVEDO 05953971311",,,,,,,,,,,,,5161,3.49,16.400,14.500,16.500,7.100,-0.34,1,8.255990683088182,-0.3884503284899907,Polo de Alta Densidade Popular
CE,Fortaleza,Aldeota,-3.7341528,-38.5096997,FORTALEZA,1707,12100,60,5.8 MI,7716689,7042781,5763831,774225,2144050,189925,1135836,117351,529674,390092,174084,14833,76940,220133,1278948,454844,152,347,228,134,129,64,51,38,115,144,507,373,303,127,100,0.69141644,1.354864,0.7625172,1156497,Serviços de Tecnologia,42,571,Serviços de contabilidade,24,539,Corretagem de imóveis,49,465,Serviços de Eng e Arq,31,423,Serviços jurídicos,23,422,DIV_47,Comércio,76,"STONE LOGISTICA LTDA.
 SELFIE COMERCIO ARTIGOS DO VESTUARIO LTDA
 R A TORRES JUCA
 TAVARES & NOBRE SUPERMERCADOS LTDA
 FMG IMPORT EXPORT ELETROELETRONICOS EIRELI
 CELIA MARIA DA SILVA SOUSA 79399878104
 MARCOS PAULO FRANCO DE MENEZES 05412867499
 JAMILLE CAVALCANTE DE PAULA DECORACOES
 CHARLESTON TEIXEIRA PALMEIRA 38863430306
 VIVAGUA COMERCIO E DISTRIBUIDOR DE PURIFICADORES DE AGUA LTDA",DIV_56,Alimentação,44,"ARANTES SALES RESTAURANTE EIRELI
 FRANCISCO VALDECI QUEIROZ 31026010306
 CURADORIA BAR BEBIDAS E FOOD EIRELI
 S2N BAR, RESTAURANTE E EVENTOS LTDA.
 AT HOME PLATTERS COMERCIO DE FRIOS E SERVICOS DE CATERING LTDA
 BALCONE COMERCIO DE ALIMENTOS LTDA
 LUIZ CARLOS DOS SANTOS 82783063387
 MARIA DE LOURDES MARTINS LOUSADA 12198617315
 FRANCISCO EDSON BULCAO LOUSADA 03128784353
 R M LOUSADA",,,,,,,,,,,,,2368,38.73,12.100,10.700,10.800,4.660,12.29,0,-1.0133515522646472,-0.5100321055259427,Perfil Intermediário (Grupo 0)
CE,Fortaleza,Cocó,-3.7481588,-38.4808581,FORTALEZA,1725,15800,61,7.9 MI,10806539,9770749,7889250,1010695,2909540,259448,1589572,144145,719971,569103,246183,17561,104816,322366,1881497,732919,162,233,128,45,32,20,18,69,230,185,527,450,191,49,19,0.683071,7.9527197,0.15056776,1156498,Lavanderias,2,3643,Escola de Idiomas,1,1077,Escola técnica e superior,1,1766,Loja de brinquedos,1,1024,Academias,1,564,DIV_47,Comércio,16,"FEMINICIS COMERCIO E SERVICOS DE COSMETICOS LTDA
 LUCAS AFONSO DE ALMEIDA MARTINS 61968711376
 H P M DE ALMEIDA ALIMENTOS
 MARINA SALES DE SOUSA 40451657896
 ALIMENTARES COMERCIO VAREJISTA DE SUPLEMENTOS ALIMENTICIOS LIMITADA
 OCULOS EM FOCO COMERCIO DE OTICA LTDA
 SIACH JUJUBA COMERCIO DE BRINQUEDOS E ACESSORIOS LTDA
 FARRAPPUS COMERCIO LTDA
 LIVIA ELEUTERIO CASTELLO BRANCO CHAGAS
 COMERCIAL DE CARNES ALDEOTA LTDA",DIV_56,Alimentação,6,"DELICIAS DA TIA ANALIA COMERCIO DE ALIMENTOS EIRELI
 DANIELLY DE CASTRO LINO CARVALHO 01378540301
 EAC-EMPRESA ADMINISTRADORA DE CANTINAS LTDA
 GISELE M. A. GUEDES LTDA
 FEELING BOX ALIMENTOS LTDA
 MP CAFETERIA LTDA",,,,,,,,,,,,,1573,-8.8,15.800,14.000,16.900,7.280,-6.05,0,-0.7292036415113159,-1.6202733718864664,Perfil Intermediário (Grupo 0)
CE,Fortaleza,Messejana,-3.8266615,-38.4935167,FORTALEZA,2411,2510,85,2.2 MI,2548840,2414952,2151840,362287,873778,80292,344437,72927,181745,90603,50187,11962,28334,55805,263113,66511,4,19,50,86,229,296,232,79,292,293,749,556,294,91,56,0.66434586,4.5551167,0.22215654,1156499,Ensino especializado,0,0,Lavanderias,0,0,Deliveries,0,0,"Cama, mesa e banho",0,0,Casas lotéricas,0,0,DIV_47,Comércio,0,,DIV_56,Alimentação,0,,,,,,,,,,,,,,2096,-13.07,2.510,2.220,2.470,1.070,1.8,0,-1.8455339325993056,3.188572026460665,Perfil Intermediário (Grupo 0)
CE,Fortaleza,Centro,-3.7281287,-38.527412,FORTALEZA,338,2930,12,364.4 mil,446004,418154,364394,58322,143450,13337,62645,11104,31408,17891,9115,1734,4867,10625,53759,15609,4,9,19,22,83,73,35,11,37,35,123,71,36,16,6,0.68372715,4.039663,0.29121232,1156500,Óticas,169,2404,Livrarias,30,1128,Serviços de contabilidade,49,400,Corretagem de seguros,29,404,Bancos,22,765,DIV_47,Comércio,742,"ESPACO MUSICAL COMERCIO E SERVICOS DE INSTRUMENTOS EIRELI
 MEDEIROS GUILHERME COMERCIO DE VESTUARIO EIRELI
 OTICA AV VISION EIRELI
 TELE ELETRONICA COMERCIO VAREJISTA EIRELI
 MERCADO DOS RETALHOS TEXTEIS LTDA
 PFM COMERCIAL LTDA.
 OTICA SANTANA EIRELI
 LUCAS RODRIGUES FERREIRA 60962952311
 ANTONIA LUCIA MONTEIRO MIRANDA 17270600325
 TEIXEIRA FERNANDES SERVICOS OPTICOS EIRELI",DIV_56,Alimentação,86,"MARIA EDILEUZA DE ARAUJO 69688370304
 IRACEMA MARCIA FONTENELE MELO
 JOSE EUSIMAR GOMES 61759864315
 BICHUCHER COMERCIO DE ALIMENTOS LTDA
 MEKELE CAFE COMERCIO DE ALIMENTOS LTDA
 CENTER CARNES BBB LTDA
 DUARTE COMERCIO DE ALIMENTOS LTDA
 RC SELF- SERVICE LTDA
 GENARIO DIAS ALCANTARA 76096700306
 ANTONIO RUBENS RAMOS FREITAS 47784466315",,,,,,,,,,,,,227,-32.88,2.930,2.580,2.790,1.200,4.88,0,-4.706270452976667,-0.18087712273805437,Perfil Intermediário (Grupo 0)
CE,Fortaleza,Praia de Iracema,-3.7205595,-38.5084796,FORTALEZA,1420,12800,50,7.1 MI,9809284,8835436,7115615,900473,2616363,237803,1441842,127910,640806,522916,223049,15663,94502,297324,1719821,700295,416,427,257,109,134,61,61,42,114,122,423,354,230,82,52,0.71654135,2.2994332,0.46928507,1156501,Peixaria,7,5483,Restaurantes,13,375,Corretagem de imóveis,6,272,Lojas de Roupas,19,155,Ensino especializado,7,73,DIV_47,Comércio,50,"S.XIMENES MENEZES COMERCIO DE SUVENIRES E BIJUTERIAS
 FRANCISCO KLEBER FERREIRA DOS SANTOS 30997763353
 PATRICIA RIBEIRO BEZERRA 61585025372
 GABRIELA ROSA MACHADO LINHARES 01608847306
 MARIA DA CONCEICAO ABREU SOUZA 02816858359
 ZILDA RODRIGUES SILVA 05013265371
 FABIANO FERNANDES DA CRUZ 00926887130
 KARYNE MIRANDA DA SILVA 61111916322
 ELTON RENAN SANTOS SAMPAIO 09946145430
 FRANCISCO VALDEZ MOTA DA SILVA 50651153387",DIV_56,Alimentação,23,"BAR E RESTAURANTE PINHEIRO LTDA
 MARIA ALICIA VIEIRA DE AMORIM 06549671302
 FRANCISCA NAIARA RODRIGUES DEOLIVEIRA 03431618340
 ANA LUCIA LOPES NOGUEIRA VITORIANO
 JOAO PAULO ANDRADE DOS SANTOS 04281637346
 PAULO HENRIQUE MATOS DE MENEZES 39315665368
 JOSINALVA PEREIRA MONTEIRO
 ULRICH GRUTTER
 BARRACA NETO E LURDINHA LTDA
 GIULYA HAN 87705109034",,,,,,,,,,,,,1993,40.33,12.800,11.300,17.100,7.370,-24.99,0,-0.5743554336204741,-1.086535302402624,Perfil Intermediário (Grupo 0)
CE,Fortaleza,Mondubim,-3.819837,-38.5735617,FORTALEZA,1822,2170,64,1.1 MI,1271989,1209200,1095223,191537,464072,41978,158725,40253,88389,39254,23941,7004,13931,26202,113977,32349,4,2,15,28,143,241,333,94,332,272,537,384,147,31,23,0.58612835,12.741575,0.07916089,1156502,Ensino especializado,0,0,Lavanderias,0,0,Deliveries,0,0,"Cama, mesa e banho",0,0,Casas lotéricas,0,0,DIV_47,Comércio,0,,DIV_56,Alimentação,0,,,,,,,,,,,,,,1901,4.32,2.170,1.910,1.990,859,9.01,0,-2.7118481185000425,3.0796289116524314,Perfil Intermediário (Grupo 0)
DF,Brasília,Asa Sul,-15.837028,-47.9325035,BRASLIA,6,5360,0,15.4 mil,19840,18342,15356,2206,5768,519,2932,367,1404,941,437,49,207,530,2986,924,0,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0.75,7.2,0.10810811,1156503,Albergues,0,0,Administração pública,0,0,Escola fund. e médio,0,0,Cartórios,0,0,Hotéis,0,0,DIV_47,Comércio,0,,DIV_56,Alimentação,0,,,,,,,,,,,,,,16,149.36,5.360,4.730,6.530,2.820,-17.89,0,-5.141997042741185,-0.7171002363073871,Perfil Intermediário (Grupo 0)
DF,Brasília,Asa Norte,-15.7627976,-47.883951,BRASLIA,2642,18900,93,16.5 MI,23130747,20704682,16529387,2021029,6039214,552549,3401161,274158,1479820,1265579,529139,32851,218896,721486,4175295,1788071,476,383,172,72,47,18,25,87,267,193,753,647,499,127,66,0.7220043,2.989166,0.35634732,1156504,Casas lotéricas,1,12602,Corretagem de imóveis,1,695,Pet shop,1,947,Sacolão de frutas,1,1473,Ensino especializado,1,218,DIV_47,Comércio,4,"CNC CONFECCOES LTDA
 CNC COMERCIAL DE COSMETICOS LTDA
 BERNARDO CHERICI NOGUEIRA CATSIAMAKIS
 BMG EMPREENDIMENTOS LTDA",DIV_56,Alimentação,0,,,,,,,,,,,,,,2564,-2.95,18.900,16.600,21.100,9.090,-10.36,1,3.332734094291697,-3.227278719433308,Polo de Alta Densidade Popular
DF,Brasília,Lago Sul,-15.8391817,-47.8755338,BRASLIA,294,27900,10,2 MI,2820092,2510874,1992503,237418,725212,67147,413924,31256,176444,157125,64630,3730,26309,89948,518371,232320,43,24,6,3,2,1,5,5,27,19,65,62,56,34,21,0.62759084,0.953191,1.034385,1156505,Albergues,0,0,Administração pública,0,0,Escola fund. e médio,0,0,Cartórios,0,0,Hotéis,0,0,DIV_47,Comércio,0,,DIV_56,Alimentação,0,,,,,,,,,,,,,,228,-22.39,27.900,24.600,25.500,11.000,9.33,0,-3.985237117412649,-2.0071625600513086,Perfil Intermediário (Grupo 0)
DF,Brasília,Lago Norte,-15.7342351,-47.8641578,BRASLIA,484,20700,17,3.1 MI,4353905,3891842,3099039,375312,1131298,103111,639806,50020,277772,239543,99831,5965,40976,136679,792803,342604,61,49,15,3,2,1,0,7,32,37,139,76,131,42,17,0.7147598,1.2710445,0.77296674,1156506,Albergues,0,0,Administração pública,0,0,Escola fund. e médio,0,0,Cartórios,0,0,Hotéis,0,0,DIV_47,Comércio,0,,DIV_56,Alimentação,0,,,,,,,,,,,,,,399,-17.61,20.700,18.200,26.400,11.400,-21.8,0,-3.490366080630016,-1.7514616861593864,Perfil Intermediário (Grupo 0)
DF,Brasília,Sudoeste,-15.8002187,-47.9243896,BRASLIA,3614,18800,128,23 MI,32362913,28924539,23040758,2792627,8412063,768912,4754495,373678,2060842,1780123,741397,44804,304666,1016301,5883779,2551078,636,497,157,54,48,9,33,134,402,319,990,926,633,145,61,0.70655024,4.242278,0.2411109,1156507,Serviços de Eng e Arq,3,2519,Lavanderias,1,7152,Clínicas Estéticas,1,374,Pet shop,1,685,Agência de publicidade,1,118,DIV_47,Comércio,4,"ART FOLHEADOS COMERCIO DE BIJUTERIAS LTDA
 CIMPLA MOVEIS PLANEJADOS LTDA
 MARTA MARTINS DIAS 56360878100
 MERCON E CARVALHO IMPRESSOS E ETIQUETAS LTDA",DIV_56,Alimentação,0,,,,,,,,,,,,,,3025,-16.29,18.800,16.600,20.500,8.840,-8.14,1,6.470522604887062,-4.304440853370019,Polo de Alta Densidade Popular
DF,Brasília,Águas Claras,-15.8419933,-48.0281208,BRASLIA,2708,13100,96,11.3 MI,15340960,13943061,11321483,1482521,4192533,368731,2259033,215924,1044109,792221,348936,26529,150706,447070,2621576,964925,819,1682,919,359,248,81,84,162,318,186,1099,591,253,70,25,0.72032326,6.882548,0.14317161,1156508,Clínicas Estéticas,10,138,Bares,0,0,Psicólogos,6,1120,Livrarias,3,733,Clínicas de Fisioterapia,4,705,DIV_47,Comércio,83,"SOFISTILAR COMERCIO DE PRESENTES E DECORACOES LTDA
 PONTO BEER DISTRIBUIDORA DE BEBIDAS EIRELI
 RBC COMERCIO VAREJISTA DE ROUPAS E ACESSORIOS EIRELI
 BORELA RRJJM ALIMENTOS LTDA
 F C BOLOS DO FLAVIO EIRELI
 SBL COMERCIO DE COLCHOES LTDA
 OVER POWER ELETRONICOS LTDA
 DROGARIA ROSARIO S/A
 DROGARIA ROSARIO S/A
 QUALITY FARMACIA DE MANIPULACAO LTDA",DIV_56,Alimentação,44,"RESERVA 61 BAR E RESTAURANTE EIRELI
 GELATERIA AGUAS CLARAS LTDA
 OH MY PIZZARIA LTDA
 JGOL ALIMENTOS LTDA
 HAMBURGUERIA JOHNNIE SPECIAL FOOD LTDA
 JPX BASIC COMERCIO DE ALIMENTOS LTDA
 MARIANA PERDOMO CONFEITARIA GOURMET EIRELI
 FULANO PETISCARIA EIRELI
 ROTA SECRETA BAR E RESTAURANTE LTDA
 MHD RODRIGUES COMERCIO DE ALIMENTOS LTDA",,,,,,,,,,,,,9833,263.11,13.100,11.600,13.300,5.740,-1.51,1,4.231659519208997,-0.4414436901357509,Polo de Alta Densidade Popular
DF,Brasília,Guará,-15.8235629,-47.9768165,BRASLIA,1425,8430,50,3.4 MI,4475655,4125932,3434356,487196,1291793,115432,656910,79417,314265,214600,99218,10398,46072,120847,691575,220187,28,92,97,65,75,54,49,32,176,140,388,297,243,95,55,0.65043527,2.4295423,0.4323837,1156509,Ensino especializado,0,0,Lavanderias,0,0,Deliveries,0,0,"Cama, mesa e banho",0,0,Casas lotéricas,0,0,DIV_47,Comércio,0,,DIV_56,Alimentação,0,,,,,,,,,,,,,,1198,-15.95,8.430,7.440,8.030,3.470,4.96,0,-2.4590196460659093,0.11868316180565638,Perfil Intermediário (Grupo 0)
AM,Manaus,Adrianópolis,-3.1016973,-60.0089746,MANAUS,1677,8840,59,6 MI,8154492,7395722,6028235,795069,2240021,202918,1193442,119827,542543,419154,183271,15568,80154,238962,1367485,531813,124,164,99,74,103,67,72,51,183,174,514,347,269,79,51,0.6743591,3.1747675,0.3209762,1156510,Serviços de Eng e Arq,4,260,Corretagem de imóveis,6,270,Clínicas Estéticas,6,194,Escola técnica e superior,1,646,Conserto de computadores,3,188,DIV_47,Comércio,28,"L M SERVICOS DE SAUDE EIRELI
 BORTMAN & CIA LTDA
 IRACEMA ARCANJO CASTRO 05332583249
 JESSICA BORGES SARDINHA 00117289221
 JOSUE SILVA DE ARRUDA & COMPANHIA LTDA
 ARRUDA COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA LTDA
 E R MADY
 ALINE PATRICIA SILVA DE FRANCA 74875590253
 NEYBE R. DOS S. LENTS LTDA
 GLEYSON GONCALVES DE ALMEIDA 93793480291",DIV_56,Alimentação,14,"CARMELINA DA SILVA DO NASCIMENTO 27488870263
 WANUCE SA DA SILVA 01839163283
 MARLISON FAGUNDES MIRANDA DOS SANTOS 01149379235
 DULCILENE BERNARDES DA SILVA 65055756268
 DANIELA DA SILVA DE ANDRADE 01631767283
 WENDELL CRISPIM DE ANDRADE 85531529287
 ORGANIZACOES NUTRI DE REFEICOES COLETIVAS LTDA
 CUMARU LTDA
 JOAO RICARDO PESSOA DE SENA 65711513249
 ABG CAFETERIA E LANCHONETE EIRELI",,,,,,,,,,,,,1778,6.01,8.840,7.800,14.700,6.340,-39.8,0,-1.3526242361915142,-0.25995071877455456,Perfil Intermediário (Grupo 0)
AM,Manaus,Ponta Negra,-3.0509034,-60.0961954,MANAUS,1,15000,0,1.5 mil,1895,1737,1472,217,575,54,262,39,123,85,39,6,19,50,264,106,1,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0.6351351,2.857143,0.2857143,1156511,Ensino especializado,2,990,Corretagem de imóveis,1,1264,Agências de viagens,1,4655,Lojas de Roupas,1,195,Administração pública,0,0,DIV_47,Comércio,2,"NAYARA CUTOLO DE SOUZA 94533687253
 LUIZA NORMA FREITAS ALENCAR 01094302392",DIV_56,Alimentação,0,,,,,,,,,,,,,,25,1720.68,15.000,13.300,4.340,1.870,246.71,0,-5.808178980778316,-2.834578240437433,Perfil Intermediário (Grupo 0)
AM,Manaus,Vieiralves,-3.0663911,-60.0126193,MANAUS,433,10400,15,1.5 MI,2011038,1823561,1483314,194524,550450,49474,294717,28920,134322,103804,45369,3696,19720,59040,340247,131333,67,95,55,34,51,39,26,13,54,50,142,96,60,10,3,0.6899302,7.885714,0.12274368,1156512,Restaurantes,31,769,Clínicas Estéticas,9,240,Revenda de automóveis,2,315,Escola de Idiomas,1,263,Escola técnica e superior,1,476,DIV_47,Comércio,41,"JANE IERE CAVALCANTE RIBEIRO 23876050200
 LAURINETE CABRAL DE MELO 38378264220
 CDL CENTRO DE DISTRIBUICAO E LOGISTICA LTDA
 D R COMERCIO DE MATERIAIS E SERVICOS DE CONSTRUCOES EIRELI
 NOHELYA DEL VALLE ESPANA VILLARENA 70662758293
 ANA CAROLINA BRASIL E SILVA NUNES 23652640268
 GOLD COMERCIO DE ARTIGOS ELETRONICOS LTDA
 COMERCIO DE ELETRONICOS BRASIL LTDA
 DONA RITA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
 EDICLEA AQUINO DE SOUZA 79131301215",DIV_56,Alimentação,47,"PBASTOS LANCHONETE EIRELI
 REDE SAUDAVEL RESTAURANTES LTDA
 CARLOS CLAUDIO PEREIRA DA SILVA 70406534276
 FLAVIA NARA MOTTA DE OLIVEIRA 45586195291
 CARLOS ALBERTO ANDRADE ROCHA 14964775291
 ROCKET GASTROBAR LTDA
 F L C DOS SANTOS
 ANDRE ALVES DE SOUZA BEZERRA 53096738220
 FABRIZIO MERLOTTI 51964171253
 JULIANA TAVARES NEVES 89437209200",,,,,,,,,,,,,898,107.59,10.400,9.150,13.900,6.000,-25.3,0,-4.155661105756004,-0.8186385346891101,Perfil Intermediário (Grupo 0)
AM,Manaus,Centro,-3.1321038,-60.0215685,MANAUS,1563,5840,55,4.5 MI,5885982,5398081,4482073,629584,1682920,153648,860950,102347,402704,285492,129685,13891,60068,162737,916008,321690,82,141,136,96,145,86,39,32,146,147,455,321,218,105,112,0.6238376,1.6995723,0.6713124,1156513,Óticas,107,2980,Dentistas,46,1054,Serviços jurídicos,41,592,Serviços de contabilidade,27,435,Joalherias,18,578,DIV_47,Comércio,368,"M G COMERCIO DE ARTIGO OPTICA EIRELI
 M W A COMERCIO, SERVICOS E SISTEMAS DE INFORMATICA EIRELI
 RNG GONCALVES EIRELI
 ZILMAR CAMINHA DOS SANTOS 41765702968
 A C SEIXAS LEITE
 LEILSON SOUZA DA MOTA 01642402257
 PAES COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI
 SFB COMERCIO DE CONFECCOES EIRELI
 N. T. DE CASTRO BRITO EIRELI
 L R A COMERCIO VAREJISTA DE VESTUARIO EIRELI",DIV_56,Alimentação,56,"MOISES DE PAULA VITAL DE MELO
 MARTINHO RIBEIRO DE SOUZA FILHO 90630564272
 G R LIMA RESTAURANTE
 JOSE BISPO DOS SANTOS
 RADILSON CORREA GAMA 40636119220
 IVONE NOBREGA DE FIGUEIREDO 60506539253
 JACO MIRANDA CHAIN 33736782268
 ROBERT TONY COLORADO MARIN
 STEPHANIE VEIGA DE MIRANDA 76424359249
 AMANDA SANLIZ PIMENTA E SILVA 02359612212",,,,,,,,,,,,,1308,-16.29,5.840,5.150,8.820,3.810,-33.74,0,-2.039703123868093,-0.18895973678457675,Perfil Intermediário (Grupo 0)
AM,Manaus,Cidade Nova,-3.0299285,-59.9925943,MANAUS,3123,2420,110,2 MI,2359175,2241970,2016445,348470,843870,76052,301427,71874,166204,76220,45294,12153,25884,49246,225524,58257,4,11,41,41,213,337,449,187,696,436,1010,499,212,51,28,0.55334437,22.380957,0.07699113,1156514,Serviços de contabilidade,2,438,Deliveries,4,207,Revenda de automóveis,1,408,Joalherias,1,411,Agência de publicidade,5,112,DIV_47,Comércio,23,"PAULA SOCORRO COSTA AMARAL 02605126218
 JOYCEANE DO NASCIMENTO CARDOSO 04881051296
 RAONI DA SILVA DUARTE 80786065249
 ALCILANE MARINHO DE OLIVEIRA 00578069261
 ERICKA TATIANA NEVES PINTO CALDAS 99344297215
 CASSIA FERNANDA GUIMARAES LOPES 01038941288
 TONY ALMEIDA DOS SANTOS 94474087291
 IRMAOS BRITO - DISTRIBUIDORA COMERCIO DE MATERIAL DE CONSTRUCAO E SERVICOS LTDA
 LEANDRO GUSMAO CRUZ 94306710220
 SILVIA DOS SANTOS ALBUQUERQUE 93989792253",DIV_56,Alimentação,9,"LAURA MICHELLE DOS SANTOS 88087794249
 KLEVERTON SARMENTO REBELO 84108479220
 ANTONIO FRANCISCO LINO BEZERRA 04833295253
 DANIELLE ARAUJO LIMA 79015085234
 ELIANE PEREIRA COMAPA 47608641215
 K S PASTOR PIZZARIA
 SAMARA SIMOES BARBOSA MELO DE CASTRO 03219609201
 MATEUS REGO SILVA 03519557207
 RICHARDSON SANT ANA CRUZ 88764389200",,,,,,,,,,,,,3344,7.09,2.420,2.140,2.240,965,8.3,0,-1.0969989080258236,4.89093944636267,Perfil Intermediário (Grupo 0)
AM,Manaus,Aleixo,-3.0872605,-59.9900635,MANAUS,411,12000,15,1.7 MI,2322822,2097455,1699053,219309,629480,57227,339313,32213,152215,121549,52416,4102,22524,69392,398401,160886,37,37,25,12,21,23,23,12,64,55,119,100,44,12,3,0.6399442,8.327964,0.11814166,1156515,Oficinas para veículos,3,238,Lanchonetes,2,164,Bares,0,0,Dentistas,1,635,Revenda de Gás GLP,1,1030,DIV_47,Comércio,6,"JOSE CARLOS MESQUITA  ARAUJO
 DHAMES CLEY BEZERRA DA COSTA JUNIOR
 LESSANDRA BARROSO ALVES 65545060200
 DAISY A L B RAMOS EIRELI
 ANTONIO PEDRO CASTELO BARROS HEIMBECKER
 C DA S GASTINO",DIV_56,Alimentação,5,"ZAQUEU FERNANDES DA SILVA
 MAURO SERGIO DE ALMEIDA BRAGA 33586730225
 FRANCYLOURDES RODRIGUES DA SILVA 02547844290
 FLAVIO DE ARRUDA GOMES 86296914253
 FRANCIENY LIZIE SANTOS DE SOUZA 00676724264",,,,,,,,,,,,,454,10.41,12.000,10.600,16.500,7.140,-27.38,0,-4.230636401409493,-1.0762602277488218,Perfil Intermediário (Grupo 0)
AM,Manaus,Flores,-3.0568441,-60.0033342,MANAUS,189,10600,7,597.8 mil,803115,730191,597799,80077,222222,20385,117736,12384,53585,40894,17968,1577,7978,23206,132391,50053,18,20,23,15,16,16,16,7,29,18,55,38,29,7,3,0.6487202,5.1957564,0.19209954,1156516,Material de construção,2,1799,Ensino especializado,1,536,Serviços de construção,1,196,Albergues,0,0,Administração pública,0,0,DIV_47,Comércio,2,"JOSUE SAN DE LIMA 02262688290
 ELETROMAX COMERCIO DE MATERIAIS ELETRICOS E SERVICO DE ELETRICA EIRELI",DIV_56,Alimentação,0,,,,,,,,,,,,,,288,52.43,10.600,9.350,11.400,4.910,-6.79,0,-4.815679125180042,-0.9310447580419343,Perfil Intermediário (Grupo 0)
